"","datetime","city","country","shape"
"609",2019-10-01,"swartz creek","us","fireball"
"610",2019-10-01,"birmingham (uk/england)","gb","sphere"
"611",2019-10-01,"ayer","us","unknown"
"612",2019-10-01,"elizabeth township","","oval"
"613",2019-10-01,"tarboro","us","disk"
"614",2019-10-01,"waldport","us","light"
"615",2019-10-01,"chatsworth","us","light"
"616",2019-10-01,"acton","us","triangle"
"617",2019-10-01,"brandon","us","triangle"
"618",2019-10-01,"holton","us","light"
"619",2019-10-01,"monroe","us","sphere"
"620",2019-10-01,"jefferson","us","triangle"
"621",2019-10-01,"santa margarita/atascadero (between&#44 hwy 101)","","other"
"622",2019-10-01,"lawrence","us","sphere"
"623",2019-10-01,"klamath falls","us","circle"
"624",2019-10-01,"n. ridgeville","","triangle"
"625",2019-10-01,"wheeling","us","light"
"626",2019-10-01,"west palm beach","us",""
"627",2019-10-01,"victoria (canada)","ca","sphere"
"628",2019-10-01,"roseburg (7 miles northwest of)","us","oval"
"629",2019-10-01,"alstead","us","fireball"
"630",2019-10-01,"louisburg","us","triangle"
"631",2019-10-01,"wappingers falls","us",""
"632",2019-10-01,"mackay","us","disk"
"633",2019-10-01,"ft. walton beach","","circle"
"634",2019-10-01,"winchester (near)","us","oval"
"635",2019-10-01,"jacksonville","us","circle"
"636",2019-10-01,"pawling","us","oval"
"637",2019-10-01,"carmichael","us","rectangle"
"638",2019-10-01,"orono","us","disk"
"639",2019-10-01,"pateros","us","oval"
"640",2019-10-01,"san pedro","us","light"
"641",2019-10-01,"jamestown","us","light"
"642",2019-10-01,"easley","us","other"
"643",2019-10-01,"wilmington","us","circle"
"644",2019-10-01,"maryville","us","cigar"
"645",2019-10-01,"little rock","us","triangle"
"646",2019-10-01,"fort lee","","unknown"
"647",2019-10-01,"mckenzie","us","disk"
"648",2019-10-01,"las vegas","us","cigar"
"649",2019-10-01,"lafayette","us","other"
"650",2019-10-01,"echo summit (sierra at tahoe ski area)","","sphere"
"651",2019-10-01,"dublin (near warner robins)","us","triangle"
"652",2019-10-01,"springfield","us","egg"
"653",2019-10-01,"longview","us","unknown"
"654",2019-10-01,"henderson/oxford","","cross"
"655",2019-10-01,"tempe","us","triangle"
"656",2019-10-01,"delaware","us","light"
"657",2019-10-01,"pryor","us","light"
"658",2019-10-01,"pawnee","us","triangle"
"659",2019-10-01,"new york city","us","disk"
"660",2019-10-01,"tylertown/mccomb (between; on hwy. 98 )","","changing"
"661",2019-10-01,"chicopee","us","changing"
"662",2019-10-01,"santa barbara","us","triangle"
"663",2019-10-01,"warsaw","us","cigar"
"664",2019-10-01,"las vegas","us","circle"
"665",2019-10-01,"fredericksburg","us","disk"
"666",2019-10-01,"iowa city","us",""
"667",2019-10-01,"lake oswego","us",""
"668",2019-10-01,"lake oswego","us",""
"669",2019-10-01,"ashland","us","disk"
"670",2019-10-01,"williamsburg","us","rectangle"
"671",2019-10-01,"taunton (near) (uk/england)","gb","light"
"672",2019-10-01,"uk/england","","light"
"673",2019-10-01,"vacaville","us",""
"674",2019-10-01,"tinley park","us","other"
"675",2019-10-01,"wantagh","us","triangle"
"676",2019-10-01,"austin","us",""
"677",2019-10-01,"piedmont","us",""
"678",2019-10-01,"dover","us","triangle"
"679",2019-10-01,"lake berryessa","","sphere"
"680",2019-10-01,"west houston (greenridge @ westiemer rd.; near galleria)","us","formation"
"681",2019-10-01,"bainbridge","us","triangle"
"682",2019-10-01,"new york city (manhattan)","us","oval"
"683",2019-10-01,"cupertino","us","sphere"
"684",2019-10-01,"safford","us","sphere"
"685",2019-10-01,"the woodlands","us","fireball"
"686",2019-10-01,"bemidji","us","triangle"
"687",2019-10-01,"fort jennings","","other"
"688",2019-10-01,"garland","us","rectangle"
"689",2019-10-01,"jefferson","us","other"
"690",2019-10-01,"oregon (rural)","","rectangle"
"691",2019-10-01,"charlotte","us","cigar"
"692",2019-10-01,"green bay","us","light"
"693",2019-10-01,"pelzer","us","triangle"
"694",2019-10-01,"hyannis","us","triangle"
"695",2019-10-01,"bourbonnais","us","triangle"
"696",2019-10-01,"oakland","us","light"
"697",2019-10-01,"martinsville","us","other"
"698",2019-10-01,"summerville","us","triangle"
"699",2019-10-01,"lakeland","us","light"
"700",2019-10-01,"logan","us","triangle"
"701",2019-10-01,"portland","us","light"
"702",2019-10-01,"st. paul","us","fireball"
"703",2019-10-01,"nisqually","us","disk"
"704",2019-10-01,"rio rancho","us","fireball"
"705",2019-10-01,"bayfield","us","light"
"706",2019-10-01,"chicora","us","disk"
"707",2019-10-01,"san francisco","us","sphere"
"708",2019-10-01,"elgin","us","disk"
"709",2019-10-01,"del mar","us","fireball"
"710",2019-10-01,"la jolla (over)","us","fireball"
"711",2019-10-01,"manchester","us","oval"
"712",2019-10-01,"clarinda","us","triangle"
"713",2019-10-01,"wadley (5 hrs from san luis opsipo) (mexico)","","triangle"
"714",2019-10-01,"warrington (uk/england)","gb","fireball"
"715",2019-10-01,"mt sterling","","formation"
"716",2019-10-01,"ipava","us","triangle"
"717",2019-10-01,"moundsville","us","triangle"
"718",2019-10-01,"mosinee","us","other"
"719",2019-10-01,"san antonio","us","fireball"
"720",2019-10-01,"oak brook","us","light"
"721",2019-10-01,"portland","us","light"
"722",2019-10-01,"elyria","us","triangle"
"723",2019-10-01,"new york city (manhattan)","us","unknown"
"724",2019-10-01,"norman","us","cigar"
"725",2019-10-01,"las vegas","us","light"
"726",2019-10-01,"nellis air force base (50-100 miles east of)","","light"
"727",2019-10-01,"miami","us","unknown"
"728",2019-10-01,"endicott/binghamton","","formation"
"729",2019-10-01,"independence","us","chevron"
"730",2019-10-01,"blankenberge (belgium)","","formation"
"731",2020-10-01,"vaughn","us","formation"
"732",2020-10-01,"sturgis","us","disk"
"733",2020-10-01,"markham (canada)","ca","cigar"
"734",2020-10-01,"yangtzee river (china)","","disk"
"735",2020-10-01,"madera","us","light"
"736",2020-10-01,"stockton","us","sphere"
"737",2020-10-01,"chandler","us","cigar"
"738",2020-10-01,"belmont","us","unknown"
"739",2020-10-01,"prineville","us","unknown"
"740",2020-10-01,"tillicoultry (central scotland) (uk/scotland)","gb","triangle"
"741",2020-10-01,"wheaton","us","triangle"
"742",2020-10-01,"albuquerque","us","triangle"
"743",2020-10-01,"orange park","us","other"
"744",2020-10-01,"colorado springs","us","light"
"745",2020-10-01,"maryville","us","light"
"746",2020-10-01,"healesville. victoria (australia)","","light"
"747",2020-10-01,"jackson","us","triangle"
"748",2020-10-01,"jones beach","us","diamond"
"749",2020-10-01,"seattle","us",""
"750",2020-10-01,"kansas city","us","light"
"751",2020-10-01,"houghton lake","us","triangle"
"752",2020-10-01,"greene","us","oval"
"753",2020-10-01,"interstate 5 or tributary between vasilia and sacrammento","","triangle"
"754",2020-10-01,"lafayette","us","changing"
"755",2020-10-01,"lynden","us","light"
"756",2020-10-01,"albany","us","flash"
"757",2020-10-01,"new york city (staten island)","us","triangle"
"758",NA,"chulucanas-piura la vieja (peru)","","other"
"759",2020-10-01,"courtland","us","circle"
"760",2020-10-01,"hong kong","","formation"
"761",2020-10-01,"nebraska city","us","teardrop"
"762",2020-10-01,"oakland","us","oval"
"763",2020-10-01,"everson","us","other"
"764",2020-10-01,"port townsend","us","fireball"
"765",2020-10-01,"snohomish","us","sphere"
"766",2020-10-01,"sumner","us","circle"
"767",2020-10-01,"pueblo","us","triangle"
"768",2020-10-01,"seattle","us","unknown"
"769",2020-10-01,"seattle","us","teardrop"
"770",2020-10-01,"seattle","us","other"
"771",2020-10-01,"kent","us","unknown"
"772",2020-10-01,"lynnwood","us","fireball"
"773",2020-10-01,"rainier","us","light"
"774",2020-10-01,"monroe","us","light"
"775",2020-10-01,"natrona heights&#44 new kensington","","light"
"776",2020-10-01,"kingston","us","cigar"
"777",2020-10-01,"santa fe","us","egg"
"778",2020-10-01,"germantown","us","cigar"
"779",2020-10-01,"karavostasi (greece)","","cross"
"780",2020-10-01,"winslow","us","other"
"781",2020-10-01,"athol","us","teardrop"
"782",2020-10-01,"grants","us","fireball"
"783",2020-10-01,"port hadlock","us","fireball"
"784",2020-10-01,"orlando","us","other"
"785",2020-10-01,"new york city (staten island)","us","egg"
"786",2020-10-01,"new york city (staten island)","us","light"
"787",2020-10-01,"castro valley","us","other"
"788",2020-10-01,"edmonds","us","unknown"
"789",2020-10-01,"riverton","us","unknown"
"790",2020-10-01,"new york city","us","changing"
"791",2020-10-01,"saco","us","circle"
"792",2020-10-01,"redmond","us","light"
"793",2020-10-01,"peterborough (canada)","ca","unknown"
"794",2020-10-01,"long beach (sports arena)","us","other"
"795",2020-10-01,"hartland","us","unknown"
"796",2020-10-01,"kennesaw","us","triangle"
"797",2020-10-01,"perry township","","cigar"
"798",2020-10-01,"san diego","us","unknown"
"799",2020-10-01,"bellevue","us","light"
"800",2020-10-01,"rye","us","sphere"
"801",2020-10-01,"oologah","us","other"
"802",2020-10-01,"granville","us","circle"
"803",2020-10-01,"quesnel (canada)","ca","other"
"804",2020-10-01,"slocan park (canada)","","light"
"805",2020-10-01,"circleville","us","light"
"806",NA,"west central missouri","","light"
"807",2020-10-01,"mt. morris","us","circle"
"808",2020-10-01,"eureka","us","unknown"
"809",2020-10-01,"las vegas","us","cylinder"
"810",2020-10-01,"albuquerque","us","oval"
"811",2020-10-01,"richmond","us","triangle"
"812",2020-10-01,"tucson","us","unknown"
"813",2020-10-01,"sebastian inlet (north of)","","other"
"814",2020-10-01,"dunstable (uk/england)","gb","fireball"
"815",2020-10-01,"sidney","us","sphere"
"816",2020-10-01,"saskatoon (canada)","ca","circle"
"817",2020-10-01,"evergreen park/tinley park/orland park","","light"
"818",2020-10-01,"harrisburg","us","light"
"819",2020-10-01,"oak forest","us","circle"
"820",2020-10-01,"oak forest","us","light"
"821",2020-10-01,"orland park","us","diamond"
"822",2020-10-01,"tinley park","us","circle"
"823",2020-10-01,"midlothian/posen","","light"
"824",2020-10-01,"orland park","us","light"
"825",2020-10-01,"orland park","us","light"
"826",2020-10-01,"midlothian","us","light"
"827",2020-10-01,"oak forest","us","changing"
"828",2020-10-01,"oak forest","us","light"
"829",2020-10-01,"posen/midlothian","","formation"
"830",2020-10-01,"tinley park","us","circle"
"831",2020-10-01,"tinley park","us","circle"
"832",2020-10-01,"tinley park","us","formation"
"833",2020-10-01,"tinley park","us","triangle"
"834",2020-10-01,"tinley park","us","triangle"
"835",2020-10-01,"tinley park","us","triangle"
"836",2020-10-01,"tinley park","us","triangle"
"837",2020-10-01,"oak forest","us","light"
"838",2020-10-01,"evergreen park","us","light"
"839",2020-10-01,"alsip","us","light"
"840",2020-10-01,"crestwood","us","light"
"841",2020-10-01,"cuyahoga falls","us","other"
"842",2020-10-01,"hillside","us","changing"
"843",2020-10-01,"manhattan","us","triangle"
"844",2020-10-01,"oak forest","us","cylinder"
"845",2020-10-01,"oak forest","us","light"
"846",2020-10-01,"oak forest","us","unknown"
"847",2020-10-01,"tinley park","us","triangle"
"848",2020-10-01,"posen","us","light"
"849",2020-10-01,"greenup","us","circle"
"850",2020-10-01,"homestead","us","light"
"851",2020-10-01,"vanderbilt","us","circle"
"852",2020-10-01,"albuquerque","us","disk"
"853",2020-10-01,"lake worth","us","sphere"
"854",2020-10-01,"phoenix","us","oval"
"855",2020-10-01,"los angeles","us","formation"
"856",2020-10-01,"west palm beach","us","teardrop"
"857",2020-10-01,"winnamac","","triangle"
"858",2020-10-01,"rogers","us","triangle"
"859",2020-10-01,"liberty hill","us","light"
"860",2020-10-01,"san jose","us","chevron"
"861",2020-10-01,"hamilton (canada)","ca","light"
"862",2020-10-01,"napa","us","unknown"
"863",2020-10-01,"laurelville","us","unknown"
"864",2020-10-01,"oklahoma city","us","light"
"865",2020-10-01,"buxton (uk/england)","gb","light"
"866",2020-10-01,"montr&eacute;al (canada)","","changing"
"867",2020-10-01,"central lake","us","unknown"
"868",2020-10-01,"portage la prairie (canada0","","other"
"869",2020-10-01,"tinley park","us","light"
"870",2020-10-01,"lake wasahetchie","","chevron"
"871",2020-10-01,"jones","us","oval"
"872",2020-10-01,"rio rancho","us","oval"
"873",2020-10-01,"bursa (turkey)","","teardrop"
"874",2020-10-01,"irving","us","circle"
"875",2020-10-01,"montebello","us","other"
"876",2020-10-01,"iraq","","triangle"
"877",2020-10-01,"","",""
"878",2020-10-01,"flemington","us","cross"
"879",2020-10-01,"new york city (bronx)","us","rectangle"
"880",2020-10-01,"mt. pleasant","us","circle"
"881",2020-10-01,"plainfield","us","oval"
"882",2020-10-01,"thompson","us","cigar"
"883",2020-10-01,"obrien","","other"
"884",2020-10-01,"algona","us","unknown"
"885",2020-10-01,"onion creek","us","chevron"
"886",2020-10-01,"west greenwhich","","disk"
"887",2020-10-01,"monkton","us","oval"
"888",2020-10-01,"las vegas","us","fireball"
"889",2020-10-01,"austin","us",""
"890",2020-10-01,"fall city","us","fireball"
"891",2020-10-01,"orchards","us","fireball"
"892",2020-10-01,"pullman","us","circle"
"893",2020-10-01,"seattle","us","teardrop"
"894",2020-10-01,"orchard park","us","unknown"
"895",2020-10-01,"sandrock","","unknown"
"896",2020-10-01,"seattle","us","light"
"897",2020-10-01,"roseville","us","sphere"
"898",2020-10-01,"tin cup","","changing"
"899",2020-10-01,"santa fe","us","fireball"
"900",2020-10-01,"phoenix and saguaro lake","","light"
"901",2020-10-01,"winslow","us","fireball"
"902",2020-10-01,"cuchara","us",""
"903",2020-10-01,"glorieta","us","changing"
"904",2020-10-01,"silver city","us","light"
"905",2020-10-01,"wide ruins","us","cylinder"
"906",2020-10-01,"boulder","us","oval"
"907",2020-10-01,"canon city","us","light"
"908",2020-10-01,"cerrillos","","changing"
"909",2020-10-01,"denver","us","circle"
"910",2020-10-01,"edwards/vail (between)","","formation"
"911",2020-10-01,"fairplay","us","unknown"
"912",2020-10-01,"hartsel","us","fireball"
"913",2020-10-01,"mccoy","us","light"
"914",2020-10-01,"pueblo west","us","sphere"
"915",2020-10-01,"santa fe","us","light"
"916",2020-10-01,"taos","us","formation"
"917",2020-10-01,"cascade","us","circle"
"918",2020-10-01,"boulder (foothills of)","us","sphere"
"919",2020-10-01,"cripple creek","us","fireball"
"920",2020-10-01,"grand junction (15-20 miles","","light"
"921",2020-10-01,"raton","us","formation"
"922",2020-10-01,"raton","us","formation"
"923",2020-10-01,"sedalia","us","formation"
"924",2020-10-01,"silverthorne","us","light"
"925",2020-10-01,"monument","us","other"
"926",2020-10-01,"pueblo west","us","light"
"927",2020-10-01,"farmington","us","light"
"928",2020-10-01,"san antonio","us","circle"
"929",2020-10-01,"escondido","us","diamond"
"930",2020-10-01,"los angeles","us","flash"
"931",2020-10-01,"dayton","us","oval"
"932",2020-10-01,"barrie (canada)","ca","circle"
"933",2020-10-01,"adelaide  (south australia)","au","oval"
"934",2020-10-01,"sautee nacoochee","","light"
"935",2020-10-01,"gadsden","us","unknown"
"936",2020-10-01,"charlotte","us","light"
"937",2020-10-01,"litchfield","us","oval"
"938",2020-10-01,"granville","us","sphere"
"939",2020-10-01,"beulaville","us","triangle"
"940",2020-10-01,"youngstown","us","unknown"
"941",2020-10-01,"ewa beach","us","light"
"942",2020-10-01,"north battleford (canada)","ca","disk"
"943",2020-10-01,"tryon","us","light"
"944",2020-10-01,"ballinger","us","unknown"
"945",2020-10-01,"deer park","us","other"
"946",2020-10-01,"sanford","us","triangle"
"947",2020-10-01,"dublin","us","flash"
"948",2020-10-01,"conway","us","triangle"
"949",2020-10-01,"kuala lumpur (malaysia)","","disk"
"950",2020-10-01,"bryan","us","cylinder"
"951",2020-10-01,"merrick","us","disk"
"952",2020-10-01,"huntington","us","cylinder"
"953",2020-10-01,"lynchburg","us","light"
"954",2020-10-01,"iuka","us","oval"
"955",2020-10-01,"hope mills","us","fireball"
"956",2020-10-01,"lanagan","us","light"
"957",2020-10-01,"dallas","us","oval"
"958",2020-10-01,"pell city","us","cigar"
"959",2020-10-01,"warwick","us","circle"
"960",2020-10-01,"bonham","us","egg"
"961",2020-10-01,"delta (canada)","ca","disk"
"962",2020-10-01,"cabazon","us","light"
"963",2020-10-01,"glenrock","us","unknown"
"964",2020-10-01,"marysville","us","circle"
"965",2020-10-01,"texas city","us","other"
"966",2020-10-01,"wilson","us","circle"
"967",2020-10-01,"idaho falls","us","light"
"968",2020-10-01,"leavenworth","us","light"
"969",2020-10-01,"renton","us","light"
"970",2020-10-01,"wellington","us","light"
"971",2020-10-01,"yerevan (armenia)","","unknown"
"972",2020-10-01,"lacey","us","unknown"
"973",2020-10-01,"garrett","us","triangle"
"974",2020-10-01,"arlington","us","sphere"
"975",2020-10-01,"sunnyvale","us","other"
"976",2020-10-01,"kingsport","us","triangle"
"977",2020-10-01,"grafton","","light"
"978",2020-10-01,"hogansville","us","disk"
"979",2020-10-01,"pawtucket","us","cylinder"
"980",2020-10-01,"canton","us","triangle"
"981",2020-10-01,"coitsville","","oval"
"982",2020-10-01,"whitefield","us","light"
"983",2020-10-01,"memphis","us","oval"
"984",2020-10-01,"grafton","","sphere"
"985",2020-10-01,"providence","us","disk"
"986",2020-10-01,"beaver","us","light"
"987",2020-10-01,"belmont","us","triangle"
"988",2020-10-01,"belleview","us","circle"
"989",2020-10-01,"fairfield","us","light"
"990",NA,"redding","us","other"
"991",2020-10-01,"delray beach","us","other"
"992",2020-10-01,"aripeka","us","light"
"993",2020-10-01,"chico","us","unknown"
"994",2020-10-01,"james island","","triangle"
"995",2020-10-01,"middleton","us","other"
"996",2020-10-01,"spotsylvania","us","circle"
"997",2020-10-01,"seattle","us","unknown"
"998",2020-10-01,"sterling heights/utica border","","sphere"
"999",2020-10-01,"waxahachie","us","disk"
"1000",2020-10-01,"dallas","us","other"
"1001",2020-10-01,"strasburg","us","cigar"
"1002",2020-10-01,"fayetteville","us","light"
"1003",2020-10-01,"brunswick","us","triangle"
